book_title,author_name,keywords
The Season,Sarah MacLean (Goodreads Author),alex; christina; lauren; lady; root; series; beautiful; fandom; tiffany; produce; respectable; gavin; devilishly; earl; tongued; regency; alexandra; holly; best; friends
Highways to a War,Christopher J. Koch,koch; dangerously; photographer; jungles; vietnam; wartime; heroic; disappeared; thriller; riveting; ultimately; brave; offers; mystery; epic; living; mysterious; war; author; year
Chimaera,Ian Irvine (Goodreads Author),johnstone; nish; council; doug; faber; ossians; allies; beat; hope; tombstoning; strathclyde; upcoming4; majesty; overthrow; aerial; reinforce; cabal; defences; spectacle; lyrinx
That Thing Between Eli & Gwen,J.J. McAvoy,mcavoy; eli; thinks; like; perfect; multicultural; fiancée; davenport; poe; fiancé; pick; bride; wedding; pieces; runs; adult; doctor; film; successful; wealthy
Infamous,Cecily von Ziegesar (creator),ziegesar; gossip; holiday; von; girl; tinsley; dinner; callie; jenny; fall; break; easy; ghost; determined; griggs; cecily; series; excuse; mccafferty; roomie
"I, The Divine: A Novel in First Chapters",Rabih Alameddine,alameddine; lebanese; imposed; hybrid; beirut; divorce; occasional; determination; sensual; pleasures; dignity; wartime; sarah; fragile; exile; raised; shaped; grown; telescope; states
Discourse on Method,"René Descartes, Donald A. Cress (Translator)",descartes; translation; edition; critical; cress; accuracy; references; elegance; comparison; featured; ease; donald; thoroughly; economy; revised; widely; french; adam; page; used
The Fate of the Fallen,Ian Irvine (Goodreads Author),nish; johnstone; doug; faber; ossians; prison; beat; tombstoning; strathclyde; upcoming4; corrupt; father; com; fault; jump; physics; 2014; edinburgh; alliance; fantasy
Adored,Cecily von Ziegesar (creator),ziegesar; gossip; waverly; von; sebastian; secret; brett; girl; tinsley; ghost; griggs; cecily; series; wants; dull; mccafferty; organizing; valenti; infinitely; raucous
They Whisper,Robert Olen Butler (Goodreads Author),novelist; women; born; populated; ira; intimacy; butler; 40; internal; speaks; ongoing; sexuality; english; erotic; voices; narrator; profound; examination; landscape; moments
"Stars in Their Courses: The Gettysburg Campaign, June-July 1863",ShelFoote,duvall; foote; masterly; historian; critically; novelist; civil; narrative; acclaimed; volume; work; war; film; altman; kubrick; shelley; shining; actress; faerie; role
Don't Become Angry,Darussalam,brunei; instructions; allah; stem; flaw; exalted; defect; afflicted; advised; work; glorified; flaws; concise; messenger; extensive; discussion; aid; regarding; individual; check
The Curse on the Chosen,Ian Irvine (Goodreads Author),johnstone; nish; doug; faber; ossians; god; beat; owes; repay; frail; downfall; beset; survives; scrutator; reluctant; flydd; xervish; futures; despises; tombstoning
Double Play,Jill Shalvis (Goodreads Author),pace; shalvis; novella; harbor; lucky; holly; anthology; holiday; jill; martin; sees; got; source; swing; ace; fits; slightly; christmas; defenses; ridden
Rizq And Lawful Earnings,Darussalam,brunei; allah; islam; looks; umar; exalted; prophet; increase; pleased; striving; evening; glorified; contempt; begging; ibn; bird; discusses; narrated; pride; sultan
The Destiny of the Dead,Ian Irvine (Goodreads Author),johnstone; nish; irvine; doug; faber; ossians; santhenar; beat; win; tombstoning; strathclyde; upcoming4; fight; fault; jump; physics; 2014; edinburgh; antarctic; formulaic
The Hakawati,Rabih Alameddine,alameddine; osama; lebanese; lebanon; hakawati; beirut; stories; telescope; true; al; tell; let; century; novel; ancient; award; bewitching; stunningly; rabih; shell
A Rogue by Any Other Name,Sarah MacLean (Goodreads Author),christina; lauren; lady; london; root; regain; marquess; wickedness; willingness; disappointing; proper; wager; series; beautiful; marrying; untouched; fandom; access; tiffany; comfortable
The Battle Sylph,L.J. McDonald (Goodreads Author),martin; cards; novelette; wild; season; magic; virgin; elemental; silenced; cousins; maiden; ritual; portal; lured; foolish; labor; servant; necessary; unlike; goal
100 Greatest Cycling Climbs: A Road Cyclist's Guide To Britain's Hills,Simon Warren,lites; chi; cycling; pocket; boom; rides; thompson; hills; record; guide; group; challenge; road; reed; lester; blocks; leg; lung; leisure; lease
The Dead Wife's Handbook,Hannah Beckerman (Goodreads Author),rachel; isbn; max; winner; ellie; romantic; lover; bay; award; today; reads; year; life; paris; quick; thing; book; letter; novel; persuaded
City of a Thousand Dolls,Miriam Forster (Goodreads Author),died; girls; dolls; poet; city; forbidden; thousand; clare; jeopardizes; healers; fantastical; flirtation; serialization; charles; grounds; courtesans; american; closest; gates; stopping
The Wreck of the Zanzibar,"Michael Morpurgo, Christian Birmingham (Illustrator)",laura; stormy; records; fourteen; realized; diary; illustration; isles; lion; rescue; dream; birmingham; living; finally; christian; centenary; wardrobe; exhibitions; year; old
The Complete Plays,"Aristophanes, Moses Hadas (Editor)",wasps; chorus; thoughtful; moses; departure; athens; influenced; birds; knights; hated; clouds; artistic; writes; armed; fifth; poet; genius; conflict; claim; wit
Another 100 Greatest Cycling Climbs: A Road Cyclist's Guide to Britain's Hills,Simon Warren,lites; 100; chi; packaged; handy; cycling; pocket; climbs; hills; britain; size; thompson; record; group; greatest; killer; reed; bestselling; lester; season
Good,S. Walden,walden; accredited; good; high; detention; 28; privileges; schoolgirl; juvenile; connelly; costs; spot; ridiculous; education; mistake; inappropriate; year; access; university; cute
"Selected Poems, 1923-1958",E.E. Cummings,cummings; satirical; experiments; lyric; radically; spontaneous; individual; characteristic; selection; represents; combined; comprehensive; poems; poetry; range; offer; view; introduction; offers; form
The Select,F. Paul Wilson (Goodreads Author),repairman; quinn; isbn; school; jack; wilson; medical; fixes; 7653; wheels; quick; room; short; way; healer; available; tales; policy; reputed; tuition
The Butterfly Lion,"Michael Morpurgo, Christian Birmingham (Illustrator)",lion; illustration; friendship; white; birmingham; christian; centenary; wardrobe; exhibitions; inseparable; butterfly; sold; swears; ensures; lifelong; wombat; mermaid; african; rescues; christmas
Greendaughter,Anne Logston,441; ace; speaker; despised; forge; invaders; barbarian; isbn; threaten; elf; alliance; animal; humans; race; survive; help; shadow; people; berkley; exile
He Who Dares,Derek 'Del Boy' Trotter,del; rodney; man; boy; sid; derek; traders; ish; 1978; employee; entrepreneur; lad; 2003; thriving; beat; greatness; riches; mature; playboy; dealer
A Soldier's Story,Omar N. Bradley,bradley; military; soldier; books; army; general; carr; montgomery; generals; patton; eisenhower; series; eyewitness; significance; allied; liberation; tremendous; war; personalities; engagement
Cocorí,"Joaquín Gutiérrez, Hugo Díaz (Illustrator)",searches; explanation; rose; dies; given; la; bookstore; josé; mexico; death; opens; el; del; life; mexican; ceo; collection; luis; appointed; juan
Black Reconstruction in America 1860-1880,"W.E.B. Du Bois, David Levering Lewis (Introduction)",bois; black; du; reconstruction; pioneering; intellectual; influential; americans; role; study; work; time; african; negro; naacp; blacks; atlanta; american; crisis; white
The Time of the Assassins: a Study of Rimbaud,Henry Miller,miller; concentrated; function; theme; dilemma; personality; creative; analysis; henry; poignant; artist; social; tropic; book; paris; isbn; nin; sur; june; anaïs
The Secret History of the Mongol Queens: How the Daughters of Genghis Khan Rescued His Empire,Jack Weatherford,queens; weatherford; mongol; anthropology; khan; genghis; empire; history; indians; daughters; native; boston; civilization; capitol; dynasty; 1994; indian; cultural; victory; brown
The Smile,Donna Jo Napoli (Goodreads Author),molk; medici; brown; leonardo; illustrator; mona; bittersweet; lisa; vinci; renaissance; catches; florence; plain; kirkus; longs; glittering; fateful; candlewick; threaten; faces
Guardian's Key,Anne Logston,441; guardian; ace; protected; isbn; fortress; crystal; searching; legend; special; key; magical; self; tells; magic; comes; shadow; powerful; dark; woman
Implant,F. Paul Wilson (Goodreads Author),duncan; repairman; gina; isbn; jack; wilson; fixes; 7653; wheels; quick; plastic; committee; short; healer; available; tales; medical; personal; lipidleggin; tomb
"Elisabeth: The Princess Bride, Austria - Hungary, 1853",Barry Denenberg,journal; elisabeth; austria; myers; durbin; aisle; alienated; restrictions; rely; tremendous; intimidating; emerson; expedition; whirlwind; responsibilities; franz; thrown; trail; uncertain; dean
The Miracle of St. Anthony: A Season with Coach Bob Hurley and Basketball's Most Improbable Dynasty,Adrian Wojnarowski,wojnarowski; espn; nba; anthony; st; adrian; unparalleled; streets; team; heartrending; season; miracle; determination; glory; city; troubled; understanding; gripping; follows; struggles
The Lost Medallion: The Adventures of Billy Stone,"Bill Muir, Alex Kendrick",medallion; billy; allie; island; entire; kids; lost; sneaking; traps; reclaiming; cobra; archaeologist; 200; captured; best; film; precarious; tremendous; crossing; caves
My Lunches with Orson: Conversations between Henry Jaglom and Orson Welles,Peter Biskind (Editor),vanity; ebert; fair; conversations; tapes; york; director; haynes; beatty; new; nation; film; riders; dirty; reveals; america; thunder; warren; hollywood; lost
The Good Wife,Stewart O'Nan (Goodreads Author),nan; patty; husband; house; country; viking; rings; unflinching; absence; ranging; upstate; gotten; scorn; heartrending; confirms; phone; old; doubleday; minutes; flames
The Secret War with Iran: The 30-Year Clandestine Struggle Against the World's Most Dangerous Terrorist Power,Ronen Bergman,iran; israel; intelligence; terrorist; vaccines; military; war; times; forensic; york; gaza; terror; bombing; sponsor; investigative; qaeda; terrorism; iraq; abu; prize
"New X-Men, Volume 4: Riot at Xavier's","Grant Morrison (Writer), Frank Quitely (Illustrator)",dredd; mutant; ad; school; judge; mutants; xavier; discrimination; sanctuary; oppressed; reinvents; haven; 2001; 2000; horrible; omega; wagner; unimaginable; comic; collecting
The Tea House on Mulberry Street,Sharon Owens,syracuse; owens; daniel; mayor; redefine; chocolate; pens; stanley; housewife; stirrings; soulmate; rooms; actor; cage; 17; cherry; nicolas; mistress; tea; fading
The Coming Fury,"Bruce Catton, E.B. Long",war; heritage; major; doubleday; civil; tempers; processes; bull; crucial; bruce; superb; opened; tear; rising; creation; grant; describes; history; turning; piece
Red Hot,Audrey Friend,abrams; thieves; song; painting; 2025; album; parents; art; children; debut; sue; simms; reads; imaginary; librarian; songs; curious; mess; agents; singles
Lyric's World,"Nancy Richardson Fischer (Goodreads Author), Nancy Richardson (Goodreads Author)",lyric; died; poet; tahiri; anakin; novelist; defeat; force; born; english; temple; caves; wilfred; surprise; adults; covers; bigger; match; moon; distant
Death Comes to Pemberley,P.D. James,elizabeth; dalgliesh; james; husband; accessed; sister; nearby; rocking; darcy; 09; retire; woodland; screaming; unreliable; healthy; autumn; pulls; sons; guests; eve
Promises,"Nancy Richardson Fischer (Goodreads Author), Nancy Richardson (Goodreads Author)",tahiri; anakin; died; poet; novelist; jedi; worthy; born; treacherous; pass; english; academy; joined; test; using; came; prove; knew; wilfred; force
The Muslim Home,Darussalam,brunei; society; home; sound; elements; building; good; happiness; seen; means; sultan; traced; processes; neighbour; highlights; bankrupt; 80; ibn; reflect; origin
Silence,Thomas Perry (Goodreads Author),perry; till; wendy; madea; cross; double; job; tyler; unnerving; fuller; harper; calculations; plotting; prefer; quarrel; thrill; finishing; employer; presumed; identities
The Golden Globe,"Nancy Richardson Fischer (Goodreads Author), Nancy Richardson (Goodreads Author)",anakin; academy; died; poet; novelist; tahiri; teachers; force; jedi; river; born; english; dream; know; wilfred; feats; raft; accomplish; luke; solo
Brave the Betrayal,Katherine Applegate,applegate; african; survive; zoey; demanded; olympus; egypt; mount; surrounding; 1996; jalil; fulfill; everworld; series; april; seek; christopher; lines; sacrifice; version
Don't Be Envious,Darussalam,brunei; envy; disease; disobedience; beneficial; arrogance; afflicted; destroys; allah; contained; sins; effects; cure; causes; cause; pride; heard; fine; book; sultan
Fidelity,Thomas Perry (Goodreads Author),perry; phil; madea; questions; money; tyler; emptied; forrest; triple; senses; ted; deserted; suburban; penniless; hired; ordered; jerry; treat; absorbing; pack
Enter the Enchanted,Katherine Applegate,applegate; everworld; merlin; jalil; zoey; haven; senna; 1996; exist; shouldn; welcome; series; happens; ivan; 1994; necessarily; agenda; waves; pupper; endling
I Will Always Love You,Cecily von Ziegesar (creator),ziegesar; gossip; ve; went; von; break; girl; live; things; habits; coveted; lives; serena; report; guaranteed; scandal; flames; lucky; ghost; learned
Nightlife,Thomas Perry (Goodreads Author),perry; catherine; victim; detective; madea; portland; tyler; blond; tapes; hugo; angeles; joe; homicide; security; los; woman; investigation; film; crime; determined
